product,date,sales
Avenile,140203,6831
Avenile,140204,9139
Avenile,140205,24147
Avenile,140206,37367
Avenile,140207,54087
Avenile,140208,72355
Avenile,140209,93084
Avenile,140210,118810
Avenile,140211,145730
Avenile,140212,160906
Avenile,140301,173072
Avenile,140302,179138
Bendanit 100,139806,20
Bendanit 100,139807,26
Bendanit 100,139808,51
Bendanit 100,139809,63
Bendanit 100,139810,128
Bendanit 100,139811,177
Bendanit 100,139812,200
Bendanit 100,139901,216
Bendanit 100,139902,360
Bendanit 100,139903,663
Bendanit 100,139904,913
Bendanit 100,139905,1385
Bendanit 100,139906,1792
Bendanit 100,139907,2342
Bendanit 100,139908,2858
Bendanit 100,139909,4047
Bendanit 100,139910,5690
Bendanit 100,139911,6977
Bendanit 100,139912,7886
Bendanit 100,140001,8938
Bendanit 100,140002,10072
Bendanit 100,140003,11771
Bendanit 100,140004,13211
Bendanit 100,140005,14302
Bendanit 100,140006,16424
Bendanit 100,140007,16997
Bendanit 100,140008,18227
Bendanit 100,140009,19041
Bendanit 100,140010,19515
Bendanit 100,140011,21429
Bendanit 100,140012,22289
Bendanit 100,140101,22786
Bendanit 100,140102,23272
Bendanit 100,140103,23404
Bendanit 100,140104,23519
Bendanit 100,140105,26719
Bendanit 100,140106,28888
Bendanit 100,140107,30352
Bendanit 100,140108,31638
Bendanit 100,140109,33917
Bendanit 100,140110,36532
Bendanit 100,140111,37937
Bendanit 100,140112,38679
Bendanit 100,140201,39466
Bendanit 100,140202,40987
Bendanit 100,140203,43244
Bendanit 100,140204,44576
Bendanit 100,140205,46363
Bendanit 100,140206,47980
Bendanit 100,140207,48872
Bendanit 100,140208,50181
Bendanit 100,140209,52781
Bendanit 100,140210,54630
Bendanit 100,140211,55791
Bendanit 100,140212,57342
Bendanit 100,140301,58247
Bendanit 100,140302,58704
Bendanit 25,139806,20
Bendanit 25,139808,43
Bendanit 25,139810,131
Bendanit 25,139811,191
Bendanit 25,139812,175
Bendanit 25,139901,185
Bendanit 25,139902,350
Bendanit 25,139903,576
Bendanit 25,139904,746
Bendanit 25,139905,1041
Bendanit 25,139906,1169
Bendanit 25,139907,1388
Bendanit 25,139908,1820
Bendanit 25,139909,2351
Bendanit 25,139910,3262
Bendanit 25,139911,3979
Bendanit 25,139912,4434
Bendanit 25,140001,5057
Bendanit 25,140002,6099
Bendanit 25,140003,7078
Bendanit 25,140004,7680
Bendanit 25,140005,8313
Bendanit 25,140006,9450
Bendanit 25,140007,9724
Bendanit 25,140008,10174
Bendanit 25,140009,10654
Bendanit 25,140010,10979
Bendanit 25,140011,12772
Bendanit 25,140012,13499
Bendanit 25,140101,13894
Bendanit 25,140102,14479
Bendanit 25,140103,14569
Bendanit 25,140104,14694
Bendanit 25,140105,15616
Bendanit 25,140106,17876
Bendanit 25,140107,18653
Bendanit 25,140108,19380
Bendanit 25,140109,20788
Bendanit 25,140110,22272
Bendanit 25,140111,22751
Bendanit 25,140112,23103
Bendanit 25,140201,23720
Bendanit 25,140202,24386
Bendanit 25,140203,24441
Bendanit 25,140204,25346
Bendanit 25,140205,27379
Bendanit 25,140206,28915
Bendanit 25,140207,30091
Bendanit 25,140208,30795
Bendanit 25,140209,32284
Bendanit 25,140210,33243
Bendanit 25,140211,33812
Bendanit 25,140212,34866
Bendanit 25,140301,35449
Bendanit 25,140302,35749
Beraksurf 4,140101,0
Beraksurf 4,140102,0
Beraksurf 4,140103,0
Beraksurf 4,140104,0
Beraksurf 4,140105,0
Beraksurf 4,140106,0
Beraksurf 4,140107,0
Beraksurf 4,140108,0
Beraksurf 4,140109,0
Beraksurf 4,140110,0
Beraksurf 4,140111,0
Beraksurf 4,140112,0
Beraksurf 4,140201,0
Beraksurf 4,140202,89
Beraksurf 4,140203,1690
Beraksurf 4,140204,2407
Beraksurf 4,140205,4046
Beraksurf 4,140206,6806
Beraksurf 4,140207,8746
Beraksurf 4,140208,11259
Beraksurf 4,140209,12786
Beraksurf 4,140210,14775
Beraksurf 4,140211,16938
Beraksurf 4,140212,17985
Beraksurf 4,140301,18984
Beraksurf 4,140302,19556
Beraksurf 8,140101,0
Beraksurf 8,140102,0
Beraksurf 8,140103,0
Beraksurf 8,140104,0
Beraksurf 8,140105,0
Beraksurf 8,140106,0
Beraksurf 8,140107,0
Beraksurf 8,140108,0
Beraksurf 8,140109,0
Beraksurf 8,140110,0
Beraksurf 8,140111,0
Beraksurf 8,140112,0
Beraksurf 8,140201,0
Beraksurf 8,140202,555
Beraksurf 8,140203,1803
Beraksurf 8,140204,2526
Beraksurf 8,140205,2961
Beraksurf 8,140206,3864
Beraksurf 8,140207,4687
Beraksurf 8,140208,5784
Beraksurf 8,140209,6391
Beraksurf 8,140210,7811
Beraksurf 8,140211,9111
Beraksurf 8,140212,9630
Beraksurf 8,140301,10993
Beraksurf 8,140302,11605
Brescu 150,140101,0
Brescu 150,140102,0
Brescu 150,140103,0
Brescu 150,140104,0
Brescu 150,140105,0
Brescu 150,140106,0
Brescu 150,140107,0
Brescu 150,140108,0
Brescu 150,140109,0
Brescu 150,140110,0
Brescu 150,140111,0
Brescu 150,140112,0
Brescu 150,140201,0
Brescu 150,140202,0
Brescu 150,140203,0
Brescu 150,140204,0
Brescu 150,140205,0
Brescu 150,140206,0
Brescu 150,140207,0
Brescu 150,140208,0
Brescu 150,140209,0
Brescu 150,140210,0
Brescu 150,140211,0
Brescu 150,140212,56
Brescu 150,140301,95
Brescu 150,140302,128
Brescu 50,140101,0
Brescu 50,140102,0
Brescu 50,140103,0
Brescu 50,140104,0
Brescu 50,140105,0
Brescu 50,140106,0
Brescu 50,140107,0
Brescu 50,140108,0
Brescu 50,140109,0
Brescu 50,140110,0
Brescu 50,140111,0
Brescu 50,140112,0
Brescu 50,140201,0
Brescu 50,140202,0
Brescu 50,140203,0
Brescu 50,140204,0
Brescu 50,140205,0
Brescu 50,140206,0
Brescu 50,140207,0
Brescu 50,140208,0
Brescu 50,140209,0
Brescu 50,140210,0
Brescu 50,140211,1
Brescu 50,140212,23
Brescu 50,140301,35
Brescu 50,140302,37
Bronib,139912,11
Bronib,140001,23
Bronib,140002,35
Bronib,140003,79
Bronib,140004,110
Bronib,140005,152
Bronib,140006,203
Bronib,140007,252
Bronib,140008,320
Bronib,140009,388
Bronib,140010,427
Bronib,140011,556
Bronib,140012,650
Bronib,140101,685
Bronib,140102,735
Bronib,140103,791
Bronib,140104,855
Bronib,140105,952
Bronib,140106,1007
Bronib,140107,1081
Bronib,140108,1142
Bronib,140109,1210
Bronib,140110,1356
Bronib,140111,1425
Bronib,140112,1527
Bronib,140201,1549
Bronib,140202,1727
Bronib,140203,1829
Bronib,140204,1982
Bronib,140205,2093
Bronib,140206,2215
Bronib,140207,2362
Bronib,140208,2568
Bronib,140209,2639
Bronib,140210,2815
Bronib,140211,2993
Bronib,140212,3219
Bronib,140301,3248
Bronib,140302,3281
Cabotax,139512,0
Cabotax,139601,3
Cabotax,139602,19
Cabotax,139603,34
Cabotax,139604,60
Cabotax,139605,74
Cabotax,139606,122
Cabotax,139607,165
Cabotax,139608,183
Cabotax,139609,193
Cabotax,139610,221
Cabotax,139611,267
Cabotax,139612,369
Cabotax,139701,381
Cabotax,139702,399
Cabotax,139703,409
Cabotax,139704,437
Cabotax,139705,466
Cabotax,139706,489
Cabotax,139707,573
Cabotax,139708,582
Cabotax,139709,605
Cabotax,139710,645
Cabotax,139711,659
Cabotax,139712,689
Cabotax,139801,695
Cabotax,139802,704
Cabotax,139803,718
Cabotax,139804,725
Cabotax,139806,701
Cabotax,139807,713
Cabotax,139808,723
Cabotax,139809,728
Cabotax,139810,739
Cabotax,139811,779
Cabotax,139812,821
Cabotax,139901,847
Cabotax,139902,914
Cabotax,139903,927
Cabotax,139904,953
Cabotax,139905,984
Cabotax,139906,1007
Cabotax,139907,1037
Cabotax,139908,1040
Cabotax,139909,1040
Cabotax,139911,1081
Cabotax,139912,1107
Cabotax,140001,1136
Cabotax,140002,1156
Cabotax,140003,1206
Cabotax,140004,1232
Cabotax,140005,1281
Cabotax,140006,1307
Cabotax,140007,1339
Cabotax,140008,1354
Cabotax,140009,1379
Cabotax,140010,1427
Cabotax,140011,1442
Cabotax,140012,1478
Cabotax,140101,1493
Cabotax,140102,1518
Cabotax,140103,1541
Cabotax,140104,1555
Cabotax,140105,1565
Cabotax,140106,1582
Cabotax,140107,1610
Cabotax,140108,1627
Cabotax,140109,1709
Cabotax,140110,1732
Cabotax,140111,1773
Cabotax,140112,1777
Cabotax,140201,1796
Cabotax,140202,1853
Cabotax,140203,1900
Cabotax,140204,1936
Cabotax,140205,1970
Cabotax,140206,2006
Cabotax,140207,2055
Cabotax,140208,2086
Cabotax,140209,2115
Cabotax,140210,2171
Cabotax,140211,2237
Cabotax,140212,2355
Cabotax,140301,2380
Cabotax,140302,2400
Cabotax Serum,139512,0
Cabotax Serum,139601,0
Cabotax Serum,139602,0
Cabotax Serum,139603,0
Cabotax Serum,139604,0
Cabotax Serum,139605,1
Cabotax Serum,139606,1
Cabotax Serum,139607,1
Cabotax Serum,139608,1
Cabotax Serum,139609,6
Cabotax Serum,139610,6
Cabotax Serum,139611,3
Cabotax Serum,139612,3
Cabotax Serum,139701,3
Cabotax Serum,139702,3
Cabotax Serum,139703,3
Cabotax Serum,139704,3
Cabotax Serum,139705,8
Cabotax Serum,139706,8
Cabotax Serum,139707,9
Cabotax Serum,139708,10
Cabotax Serum,139709,10
Cabotax Serum,139710,10
Cabotax Serum,139711,10
Cabotax Serum,139712,15
Cabotax Serum,139801,16
Cabotax Serum,139802,16
Cabotax Serum,139803,16
Cabotax Serum,139804,17
Cabotax Serum,139806,17
Cabotax Serum,139807,17
Cabotax Serum,139808,17
Cabotax Serum,139809,17
Cabotax Serum,139810,17
Cabotax Serum,139811,17
Cabotax Serum,139902,17
Cabotax Serum,139905,17
Cabotax Serum,140003,20
Canvert,140101,0
Canvert,140102,0
Canvert,140103,0
Canvert,140104,52
Canvert,140105,285
Canvert,140106,813
Canvert,140107,1434
Canvert,140108,2018
Canvert,140109,2701
Canvert,140110,3240
Canvert,140111,3964
Canvert,140112,4637
Canvert,140201,5159
Canvert,140202,6114
Canvert,140203,7007
Canvert,140204,7918
Canvert,140205,8717
Canvert,140206,9721
Canvert,140207,11493
Canvert,140208,13556
Canvert,140209,15533
Canvert,140210,17735
Canvert,140211,20267
Canvert,140212,21916
Canvert,140301,23476
Canvert,140302,24263
Canvert Fade,140101,0
Canvert Fade,140102,0
Canvert Fade,140103,0
Canvert Fade,140104,0
Canvert Fade,140105,0
Canvert Fade,140106,0
Canvert Fade,140107,0
Canvert Fade,140108,0
Canvert Fade,140109,0
Canvert Fade,140110,0
Canvert Fade,140111,0
Canvert Fade,140112,0
Canvert Fade,140201,0
Canvert Fade,140202,0
Canvert Fade,140203,0
Canvert Fade,140204,0
Canvert Fade,140205,0
Canvert Fade,140206,0
Canvert Fade,140207,0
Canvert Fade,140208,0
Canvert Fade,140209,0
Canvert Fade,140210,0
Canvert Fade,140211,0
Canvert Fade,140212,1
Canvert Fade,140301,50
Canvert Fade,140302,169
Canvert Fade Ultra,140101,0
Canvert Fade Ultra,140102,0
Canvert Fade Ultra,140103,0
Canvert Fade Ultra,140104,0
Canvert Fade Ultra,140105,0
Canvert Fade Ultra,140106,0
Canvert Fade Ultra,140107,0
Canvert Fade Ultra,140108,0
Canvert Fade Ultra,140109,0
Canvert Fade Ultra,140110,0
Canvert Fade Ultra,140111,0
Canvert Fade Ultra,140112,0
Canvert Fade Ultra,140201,0
Canvert Fade Ultra,140202,0
Canvert Fade Ultra,140203,0
Canvert Fade Ultra,140204,0
Canvert Fade Ultra,140205,0
Canvert Fade Ultra,140206,0
Canvert Fade Ultra,140207,0
Canvert Fade Ultra,140208,290
Canvert Fade Ultra,140209,887
Canvert Fade Ultra,140210,1686
Canvert Fade Ultra,140211,2707
Canvert Fade Ultra,140212,3831
Canvert Fade Ultra,140301,4198
Canvert Fade Ultra,140302,4502
Canvert M,140101,0
Canvert M,140102,0
Canvert M,140103,0
Canvert M,140104,0
Canvert M,140105,0
Canvert M,140106,0
Canvert M,140107,0
Canvert M,140108,0
Canvert M,140109,0
Canvert M,140110,0
Canvert M,140111,0
Canvert M,140112,66
Canvert M,140201,66
Canvert M,140202,58
Canvert M,140203,62
Canvert M,140204,70
Canvert M,140205,90
Canvert M,140206,98
Canvert M,140207,341
Canvert M,140208,998
Canvert M,140209,1427
Canvert M,140210,2139
Canvert M,140211,2624
Canvert M,140212,2968
Canvert M,140301,3204
Canvert M,140302,3335
Canvert PMS,140101,0
Canvert PMS,140102,0
Canvert PMS,140103,0
Canvert PMS,140104,0
Canvert PMS,140105,0
Canvert PMS,140106,0
Canvert PMS,140107,0
Canvert PMS,140108,0
Canvert PMS,140109,0
Canvert PMS,140110,0
Canvert PMS,140111,0
Canvert PMS,140112,0
Canvert PMS,140201,0
Canvert PMS,140202,0
Canvert PMS,140203,0
Canvert PMS,140204,0
Canvert PMS,140205,13
Canvert PMS,140206,79
Canvert PMS,140207,171
Canvert PMS,140208,349
Canvert PMS,140209,645
Canvert PMS,140210,1089
Canvert PMS,140211,1564
Canvert PMS,140212,1862
Canvert PMS,140301,2002
Canvert PMS,140302,2128
Canvert Pro,140101,0
Canvert Pro,140102,0
Canvert Pro,140103,0
Canvert Pro,140104,0
Canvert Pro,140105,0
Canvert Pro,140106,0
Canvert Pro,140107,0
Canvert Pro,140108,0
Canvert Pro,140109,31
Canvert Pro,140110,39
Canvert Pro,140111,191
Canvert Pro,140112,326
Canvert Pro,140201,384
Canvert Pro,140202,631
Canvert Pro,140203,770
Canvert Pro,140204,930
Canvert Pro,140205,1149
Canvert Pro,140206,1620
Canvert Pro,140207,2231
Canvert Pro,140208,3082
Canvert Pro,140209,3750
Canvert Pro,140210,4988
Canvert Pro,140211,6151
Canvert Pro,140212,6946
Canvert Pro,140301,7360
Canvert Pro,140302,7773
Canvert Silk,140101,0
Canvert Silk,140102,0
Canvert Silk,140103,0
Canvert Silk,140104,0
Canvert Silk,140105,0
Canvert Silk,140106,0
Canvert Silk,140107,0
Canvert Silk,140108,0
Canvert Silk,140109,0
Canvert Silk,140110,0
Canvert Silk,140111,302
Canvert Silk,140112,785
Canvert Silk,140201,1011
Canvert Silk,140202,1627
Canvert Silk,140203,2295
Canvert Silk,140204,3029
Canvert Silk,140205,4446
Canvert Silk,140206,5908
Canvert Silk,140207,7377
Canvert Silk,140208,9026
Canvert Silk,140209,10822
Canvert Silk,140210,11824
Canvert Silk,140211,12760
Canvert Silk,140212,13874
Canvert Silk,140301,14433
Canvert Silk,140302,14883
Carbonatin 150,140101,0
Carbonatin 150,140102,0
Carbonatin 150,140103,0
Carbonatin 150,140104,0
Carbonatin 150,140105,0
Carbonatin 150,140106,5036
Carbonatin 150,140107,7025
Carbonatin 150,140108,7923
Carbonatin 150,140109,11075
Carbonatin 150,140110,15441
Carbonatin 150,140111,16887
Carbonatin 150,140112,17766
Carbonatin 150,140201,19864
Carbonatin 150,140202,22881
Carbonatin 150,140203,23622
Carbonatin 150,140204,23817
Carbonatin 150,140205,24269
Carbonatin 150,140206,24472
Carbonatin 150,140207,27843
Carbonatin 150,140208,31273
Carbonatin 150,140209,33723
Carbonatin 150,140210,39870
Carbonatin 150,140211,44498
Carbonatin 150,140212,48942
Carbonatin 150,140301,51563
Carbonatin 150,140302,56436
Carbonatin 50,140101,0
Carbonatin 50,140102,0
Carbonatin 50,140103,0
Carbonatin 50,140104,0
Carbonatin 50,140105,0
Carbonatin 50,140106,1932
Carbonatin 50,140107,2712
Carbonatin 50,140108,3255
Carbonatin 50,140109,4091
Carbonatin 50,140110,4445
Carbonatin 50,140111,5064
Carbonatin 50,140112,5335
Carbonatin 50,140201,5483
Carbonatin 50,140202,5603
Carbonatin 50,140203,5852
Carbonatin 50,140204,5912
Carbonatin 50,140205,6001
Carbonatin 50,140206,6123
Carbonatin 50,140207,6736
Carbonatin 50,140208,7229
Carbonatin 50,140209,7784
Carbonatin 50,140210,9108
Carbonatin 50,140211,10580
Carbonatin 50,140212,11199
Carbonatin 50,140301,11717
Carbonatin 50,140302,12097
CinnaFact,139009,8
CinnaFact,139010,20
CinnaFact,139011,127
CinnaFact,139012,127
CinnaFact,139101,155
CinnaFact,139102,155
CinnaFact,139103,432
CinnaFact,139104,1069
CinnaFact,139105,1909
CinnaFact,139106,2477
CinnaFact,139107,4240
CinnaFact,139108,8462
CinnaFact,139109,11742
CinnaFact,139110,19055
CinnaFact,139111,27388
CinnaFact,139112,29547
CinnaFact,139201,30727
CinnaFact,139202,36554
CinnaFact,139203,43354
CinnaFact,139204,47035
CinnaFact,139205,52826
CinnaFact,139206,55547
CinnaFact,139207,57504
CinnaFact,139208,61866
CinnaFact,139209,66502
CinnaFact,139210,70913
CinnaFact,139211,73438
CinnaFact,139212,76026
CinnaFact,139301,77321
CinnaFact,139302,81039
CinnaFact,139303,85103
CinnaFact,139304,88995
CinnaFact,139305,92863
CinnaFact,139306,97845
CinnaFact,139307,102699
CinnaFact,139308,107269
CinnaFact,139309,111668
CinnaFact,139310,115712
CinnaFact,139311,118809
CinnaFact,139312,120079
CinnaFact,139401,121310
CinnaFact,139402,125889
CinnaFact,139403,128360
CinnaFact,139404,131748
CinnaFact,139405,134423
CinnaFact,139406,137126
CinnaFact,139407,140760
CinnaFact,139408,142305
CinnaFact,139409,145153
CinnaFact,139410,147539
CinnaFact,139411,149990
CinnaFact,139412,150572
CinnaFact,139501,151426
CinnaFact,139502,154268
CinnaFact,139503,157639
CinnaFact,139504,160183
CinnaFact,139505,163285
CinnaFact,139506,166272
CinnaFact,139507,168220
CinnaFact,139508,170277
CinnaFact,139509,172583
CinnaFact,139510,177890
CinnaFact,139511,180258
CinnaFact,139512,180988
CinnaFact,139601,181928
CinnaFact,139602,184127
CinnaFact,139603,187300
CinnaFact,139604,188941
CinnaFact,139605,191475
CinnaFact,139606,192991
CinnaFact,139607,195093
CinnaFact,139608,196903
CinnaFact,139609,198206
CinnaFact,139610,200264
CinnaFact,139611,202505
CinnaFact,139612,204016
CinnaFact,139701,205092
CinnaFact,139702,206455
CinnaFact,139703,207786
CinnaFact,139704,209624
CinnaFact,139705,211219
CinnaFact,139706,212166
CinnaFact,139707,213452
CinnaFact,139708,215999
CinnaFact,139709,218236
CinnaFact,139710,220174
CinnaFact,139711,223697
CinnaFact,139712,224472
CinnaFact,139801,224969
CinnaFact,139802,227533
CinnaFact,139803,229044
CinnaFact,139804,230343
CinnaFact,139805,235511
CinnaFact,139806,238346
CinnaFact,139807,239498
CinnaFact,139808,241175
CinnaFact,139809,242898
CinnaFact,139810,246563
CinnaFact,139811,248620
CinnaFact,139812,249529
CinnaFact,139901,249810
CinnaFact,139902,250252
CinnaFact,139903,250956
CinnaFact,139904,253115
CinnaFact,139905,255240
CinnaFact,139906,257501
CinnaFact,139907,260012
CinnaFact,139908,262502
CinnaFact,139909,266729
CinnaFact,139910,271023
CinnaFact,139911,273716
CinnaFact,139912,275824
CinnaFact,140001,277728
CinnaFact,140002,280530
CinnaFact,140003,285387
CinnaFact,140004,289378
CinnaFact,140005,293073
CinnaFact,140006,296646
CinnaFact,140007,299320
CinnaFact,140008,303832
CinnaFact,140009,311339
CinnaFact,140010,317051
CinnaFact,140011,322139
CinnaFact,140012,325452
CinnaFact,140101,327391
CinnaFact,140102,330979
CinnaFact,140103,336425
CinnaFact,140104,342092
CinnaFact,140105,348811
CinnaFact,140106,356736
CinnaFact,140107,364345
CinnaFact,140108,373051
CinnaFact,140109,381110
CinnaFact,140110,388413
CinnaFact,140111,393433
CinnaFact,140112,396747
CinnaFact,140201,398264
CinnaFact,140202,402282
CinnaFact,140203,418941
CinnaFact,140204,426172
CinnaFact,140205,430211
CinnaFact,140206,433429
CinnaFact,140207,436766
CinnaFact,140208,440755
CinnaFact,140209,446711
CinnaFact,140210,453632
CinnaFact,140211,460483
CinnaFact,140212,465779
CinnaFact,140301,470210
CinnaFact,140302,472237
Cinnal-f,139205,1151
Cinnal-f,139206,2135
Cinnal-f,139207,5412
Cinnal-f,139208,9363
Cinnal-f,139209,35045
Cinnal-f,139210,43087
Cinnal-f,139211,45976
Cinnal-f,139212,47165
Cinnal-f,139301,48554
Cinnal-f,139302,49990
Cinnal-f,139303,52885
Cinnal-f,139304,58015
Cinnal-f,139305,67774
Cinnal-f,139306,74063
Cinnal-f,139307,79145
Cinnal-f,139308,84365
Cinnal-f,139309,93864
Cinnal-f,139310,101783
Cinnal-f,139311,105120
Cinnal-f,139312,119602
Cinnal-f,139401,121539
Cinnal-f,139402,125517
Cinnal-f,139403,131014
Cinnal-f,139404,141156
Cinnal-f,139405,150638
Cinnal-f,139406,158966
Cinnal-f,139407,177693
Cinnal-f,139408,188665
Cinnal-f,139409,204603
Cinnal-f,139410,176397
Cinnal-f,139411,151375
Cinnal-f,139412,163702
Cinnal-f,139501,224985
Cinnal-f,139502,311435
Cinnal-f,139503,345580
Cinnal-f,139504,395480
Cinnal-f,139505,440369
Cinnal-f,139506,490805
Cinnal-f,139507,531411
Cinnal-f,139508,576461
Cinnal-f,139509,619088
Cinnal-f,139510,676263
Cinnal-f,139511,730684
Cinnal-f,139512,755677
Cinnal-f,139601,768221
Cinnal-f,139602,790693
Cinnal-f,139603,827217
Cinnal-f,139604,860250
Cinnal-f,139605,896940
Cinnal-f,139606,925358
Cinnal-f,139607,963319
Cinnal-f,139608,996564
Cinnal-f,139609,1029465
Cinnal-f,139610,1066912
Cinnal-f,139611,1104746
Cinnal-f,139612,1129727
Cinnal-f,139701,1143177
Cinnal-f,139702,1185978
Cinnal-f,139703,1220430
Cinnal-f,139704,1256214
Cinnal-f,139705,1289924
Cinnal-f,139706,1337485
Cinnal-f,139707,1361383
Cinnal-f,139708,1383925
Cinnal-f,139709,1418395
Cinnal-f,139710,1445931
Cinnal-f,139711,1471968
Cinnal-f,139712,1497520
Cinnal-f,139801,1511751
Cinnal-f,139802,1547224
Cinnal-f,139803,1570894
Cinnal-f,139804,1600057
Cinnal-f,139805,1627016
Cinnal-f,139806,1647746
Cinnal-f,139807,1670770
Cinnal-f,139808,1703212
Cinnal-f,139809,1735005
Cinnal-f,139810,1784554
Cinnal-f,139811,1835152
Cinnal-f,139812,1862119
Cinnal-f,139901,1870033
Cinnal-f,139902,1887653
Cinnal-f,139903,1910302
Cinnal-f,139904,1965783
Cinnal-f,139905,2011111
Cinnal-f,139906,2076271
Cinnal-f,139907,2129992
Cinnal-f,139908,2177142
Cinnal-f,139909,2224502
Cinnal-f,139910,2287966
Cinnal-f,139911,2359742
Cinnal-f,139912,2404391
Cinnal-f,140001,2425728
Cinnal-f,140002,2465929
Cinnal-f,140003,2518843
Cinnal-f,140004,2584938
Cinnal-f,140005,2642348
Cinnal-f,140006,2693078
Cinnal-f,140007,2729137
Cinnal-f,140008,2762457
Cinnal-f,140009,2825456
Cinnal-f,140010,2881666
Cinnal-f,140011,2948222
Cinnal-f,140012,2998942
Cinnal-f,140101,3028182
Cinnal-f,140102,3076051
Cinnal-f,140103,3144028
Cinnal-f,140104,3200900
Cinnal-f,140105,3278524
Cinnal-f,140106,3345783
Cinnal-f,140107,3398641
Cinnal-f,140108,3459672
Cinnal-f,140109,3528993
Cinnal-f,140110,3608289
Cinnal-f,140111,3678467
Cinnal-f,140112,3741956
Cinnal-f,140201,3781574
Cinnal-f,140202,3845270
Cinnal-f,140203,3911897
Cinnal-f,140204,3974387
Cinnal-f,140205,4056143
Cinnal-f,140206,4118601
Cinnal-f,140207,4183830
Cinnal-f,140208,4250135
Cinnal-f,140209,4310472
Cinnal-f,140210,4388403
Cinnal-f,140211,4471885
Cinnal-f,140212,4536327
Cinnal-f,140301,4571837
Cinnal-f,140302,4591710
Cinnal-f 300,139903,105
Cinnal-f 300,139904,2442
Cinnal-f 300,139905,5885
Cinnal-f 300,139906,12605
Cinnal-f 300,139907,16229
Cinnal-f 300,139908,19847
Cinnal-f 300,139909,24163
Cinnal-f 300,139910,29888
Cinnal-f 300,139911,35981
Cinnal-f 300,139912,39705
Cinnal-f 300,140001,41801
Cinnal-f 300,140002,45992
Cinnal-f 300,140003,54012
Cinnal-f 300,140004,65407
Cinnal-f 300,140005,71931
Cinnal-f 300,140006,78897
Cinnal-f 300,140007,83554
Cinnal-f 300,140008,87304
Cinnal-f 300,140009,95058
Cinnal-f 300,140010,101415
Cinnal-f 300,140011,107753
Cinnal-f 300,140012,110789
Cinnal-f 300,140101,114564
Cinnal-f 300,140102,118896
Cinnal-f 300,140103,124968
Cinnal-f 300,140104,131713
Cinnal-f 300,140105,142634
Cinnal-f 300,140106,150985
Cinnal-f 300,140107,156561
Cinnal-f 300,140108,163224
Cinnal-f 300,140109,171709
Cinnal-f 300,140110,181742
Cinnal-f 300,140111,190394
Cinnal-f 300,140112,199282
Cinnal-f 300,140201,204175
Cinnal-f 300,140202,210864
Cinnal-f 300,140203,218980
Cinnal-f 300,140204,226612
Cinnal-f 300,140205,236737
Cinnal-f 300,140206,245560
Cinnal-f 300,140207,253273
Cinnal-f 300,140208,262216
Cinnal-f 300,140209,271775
Cinnal-f 300,140210,280990
Cinnal-f 300,140211,289291
Cinnal-f 300,140212,297487
Cinnal-f 300,140301,302473
Cinnal-f 300,140302,305028
Cinnal-f 450,139601,18
Cinnal-f 450,139602,1364
Cinnal-f 450,139603,1910
Cinnal-f 450,139604,2304
Cinnal-f 450,139605,2596
Cinnal-f 450,139606,3449
Cinnal-f 450,139607,4392
Cinnal-f 450,139608,5284
Cinnal-f 450,139609,6053
Cinnal-f 450,139610,6795
Cinnal-f 450,139611,8244
Cinnal-f 450,139612,8743
Cinnal-f 450,139701,9163
Cinnal-f 450,139702,10223
Cinnal-f 450,139703,11373
Cinnal-f 450,139704,12628
Cinnal-f 450,139705,14212
Cinnal-f 450,139706,15803
Cinnal-f 450,139707,16895
Cinnal-f 450,139708,18105
Cinnal-f 450,139709,19466
Cinnal-f 450,139710,20877
Cinnal-f 450,139711,21956
Cinnal-f 450,139712,23072
Cinnal-f 450,139801,23604
Cinnal-f 450,139802,25057
Cinnal-f 450,139803,27638
Cinnal-f 450,139804,30454
Cinnal-f 450,139805,33899
Cinnal-f 450,139806,36660
Cinnal-f 450,139807,39934
Cinnal-f 450,139808,42955
Cinnal-f 450,139809,46731
Cinnal-f 450,139810,51677
Cinnal-f 450,139811,57690
Cinnal-f 450,139812,60051
Cinnal-f 450,139901,60449
Cinnal-f 450,139902,61740
Cinnal-f 450,139903,64437
Cinnal-f 450,139904,68709
Cinnal-f 450,139905,75849
Cinnal-f 450,139906,84705
Cinnal-f 450,139907,90992
Cinnal-f 450,139908,96787
Cinnal-f 450,139909,102876
Cinnal-f 450,139910,111531
Cinnal-f 450,139911,121152
Cinnal-f 450,139912,127177
Cinnal-f 450,140001,129035
Cinnal-f 450,140002,136203
Cinnal-f 450,140003,144835
Cinnal-f 450,140004,157558
Cinnal-f 450,140005,165826
Cinnal-f 450,140006,175518
Cinnal-f 450,140007,182891
Cinnal-f 450,140008,188681
Cinnal-f 450,140009,199459
Cinnal-f 450,140010,207669
Cinnal-f 450,140011,218769
Cinnal-f 450,140012,224756
Cinnal-f 450,140101,229831
Cinnal-f 450,140102,236289
Cinnal-f 450,140103,246463
Cinnal-f 450,140104,256015
Cinnal-f 450,140105,269901
Cinnal-f 450,140106,281761
Cinnal-f 450,140107,288623
Cinnal-f 450,140108,297544
Cinnal-f 450,140109,307217
Cinnal-f 450,140110,316968
Cinnal-f 450,140111,326400
Cinnal-f 450,140112,333778
Cinnal-f 450,140201,338733
Cinnal-f 450,140202,346480
Cinnal-f 450,140203,355917
Cinnal-f 450,140204,362911
Cinnal-f 450,140205,372989
