product,date,sales,dept,year,type,model
Ablyze,140301,140.9991849,???????? ????????,1403,forecast,ETS
Ablyze,140302,163.9937291,???????? ????????,1403,forecast,ETS
Ablyze,140303,197.345053,???????? ????????,1403,forecast,ETS
Ablyze,140304,232.0047331,???????? ????????,1403,forecast,ETS
Ablyze,140305,210.3324864,???????? ????????,1403,forecast,ETS
Ablyze,140306,215.6627035,???????? ????????,1403,forecast,ETS
Ablyze,140307,206.3313522,???????? ????????,1403,forecast,ETS
Ablyze,140308,247.3429406,???????? ????????,1403,forecast,ETS
Ablyze,140309,231.9928746,???????? ????????,1403,forecast,ETS
Ablyze,140310,243.3436582,???????? ????????,1403,forecast,ETS
Ablyze,140311,261.6837843,???????? ????????,1403,forecast,ETS
Ablyze,140312,268.6580272,???????? ????????,1403,forecast,ETS
Ablyze,140401,209.6676349,???????? ????????,1404,forecast,ETS
Ablyze,140402,232.6621791,???????? ????????,1404,forecast,ETS
Ablyze,140403,266.013503,???????? ????????,1404,forecast,ETS
Activage,140301,9283.375012,????,1403,forecast,ETS
Activage,140302,9852.011951,????,1403,forecast,ETS
Activage,140303,10420.64889,????,1403,forecast,ETS
Activage,140304,10989.28583,????,1403,forecast,ETS
Activage,140305,11557.92277,????,1403,forecast,ETS
Activage,140306,12126.55971,????,1403,forecast,ETS
Activage,140307,12695.19665,????,1403,forecast,ETS
Activage,140308,13263.83359,????,1403,forecast,ETS
Activage,140309,13832.47053,????,1403,forecast,ETS
Activage,140310,14401.10746,????,1403,forecast,ETS
Activage,140311,14969.7444,????,1403,forecast,ETS
Activage,140312,15538.38134,????,1403,forecast,ETS
Activage,140401,16107.01828,????,1404,forecast,ETS
Activage,140402,16675.65522,????,1404,forecast,ETS
Activage,140403,17244.29216,????,1404,forecast,ETS
Alcarisa 16,140301,164.387853,??????,1403,forecast,Prophet
Alcarisa 16,140302,170.6203068,??????,1403,forecast,Prophet
Alcarisa 16,140303,177.5205235,??????,1403,forecast,Prophet
Alcarisa 16,140304,184.1981525,??????,1403,forecast,Prophet
Alcarisa 16,140305,191.0983692,??????,1403,forecast,Prophet
Alcarisa 16,140306,197.7759982,??????,1403,forecast,Prophet
Alcarisa 16,140307,204.6762149,??????,1403,forecast,Prophet
Alcarisa 16,140308,211.5764316,??????,1403,forecast,Prophet
Alcarisa 16,140309,218.2540606,??????,1403,forecast,Prophet
Alcarisa 16,140310,225.1542773,??????,1403,forecast,Prophet
Alcarisa 16,140311,231.8319063,??????,1403,forecast,Prophet
Alcarisa 16,140312,238.732123,??????,1403,forecast,Prophet
Alcarisa 16,140401,245.6323397,??????,1404,forecast,Prophet
Alcarisa 16,140402,251.8647934,??????,1404,forecast,Prophet
Alcarisa 16,140403,258.7650101,??????,1404,forecast,Prophet
Alcarisa 16,140301,164.387853,??????,1403,forecast,Prophet
Alcarisa 16,140302,170.6203068,??????,1403,forecast,Prophet
Alcarisa 16,140303,177.5205235,??????,1403,forecast,Prophet
Alcarisa 16,140304,184.1981525,??????,1403,forecast,Prophet
Alcarisa 16,140305,191.0983692,??????,1403,forecast,Prophet
Alcarisa 16,140306,197.7759982,??????,1403,forecast,Prophet
Alcarisa 16,140307,204.6762149,??????,1403,forecast,Prophet
Alcarisa 16,140308,211.5764316,??????,1403,forecast,Prophet
Alcarisa 16,140309,218.2540606,??????,1403,forecast,Prophet
Alcarisa 16,140310,225.1542773,??????,1403,forecast,Prophet
Alcarisa 16,140311,231.8319063,??????,1403,forecast,Prophet
Alcarisa 16,140312,238.732123,??????,1403,forecast,Prophet
Alcarisa 16,140401,245.6323397,??????,1404,forecast,Prophet
Alcarisa 16,140402,251.8647934,??????,1404,forecast,Prophet
Alcarisa 16,140403,258.7650101,??????,1404,forecast,Prophet
Alcarisa 20,140301,337.9139874,??????,1403,forecast,Prophet
Alcarisa 20,140302,351.1617754,??????,1403,forecast,Prophet
Alcarisa 20,140303,365.8289692,??????,1403,forecast,Prophet
Alcarisa 20,140304,380.0230277,??????,1403,forecast,Prophet
Alcarisa 20,140305,394.6902215,??????,1403,forecast,Prophet
Alcarisa 20,140306,408.88428,??????,1403,forecast,Prophet
Alcarisa 20,140307,423.5514739,??????,1403,forecast,Prophet
Alcarisa 20,140308,438.2186677,??????,1403,forecast,Prophet
Alcarisa 20,140309,452.4127262,??????,1403,forecast,Prophet
Alcarisa 20,140310,467.07992,??????,1403,forecast,Prophet
Alcarisa 20,140311,481.2739785,??????,1403,forecast,Prophet
Alcarisa 20,140312,495.9411723,??????,1403,forecast,Prophet
Alcarisa 20,140401,510.6083662,??????,1404,forecast,Prophet
Alcarisa 20,140402,523.8561541,??????,1404,forecast,Prophet
Alcarisa 20,140403,538.5233479,??????,1404,forecast,Prophet
Alcarisa 24,140301,496.7674287,??????,1403,forecast,Prophet
Alcarisa 24,140302,515.713268,??????,1403,forecast,Prophet
Alcarisa 24,140303,536.6890186,??????,1403,forecast,Prophet
Alcarisa 24,140304,556.9881321,??????,1403,forecast,Prophet
Alcarisa 24,140305,577.9638827,??????,1403,forecast,Prophet
Alcarisa 24,140306,598.2629962,??????,1403,forecast,Prophet
Alcarisa 24,140307,619.2387468,??????,1403,forecast,Prophet
Alcarisa 24,140308,640.2144975,??????,1403,forecast,Prophet
Alcarisa 24,140309,660.513611,??????,1403,forecast,Prophet
Alcarisa 24,140310,681.4893616,??????,1403,forecast,Prophet
Alcarisa 24,140311,701.7884751,??????,1403,forecast,Prophet
Alcarisa 24,140312,722.7642257,??????,1403,forecast,Prophet
Alcarisa 24,140401,743.7399763,??????,1404,forecast,Prophet
Alcarisa 24,140402,762.6858156,??????,1404,forecast,Prophet
Alcarisa 24,140403,783.6615662,??????,1404,forecast,Prophet
Alcarisa 28,140301,899.6192811,??????,1403,forecast,Prophet
Alcarisa 28,140302,934.1514518,??????,1403,forecast,Prophet
Alcarisa 28,140303,972.383498,??????,1403,forecast,Prophet
Alcarisa 28,140304,1009.382252,??????,1403,forecast,Prophet
Alcarisa 28,140305,1047.614298,??????,1403,forecast,Prophet
Alcarisa 28,140306,1084.613053,??????,1403,forecast,Prophet
Alcarisa 28,140307,1122.845099,??????,1403,forecast,Prophet
Alcarisa 28,140308,1161.077145,??????,1403,forecast,Prophet
Alcarisa 28,140309,1198.075899,??????,1403,forecast,Prophet
Alcarisa 28,140310,1236.307946,??????,1403,forecast,Prophet
Alcarisa 28,140311,1273.3067,??????,1403,forecast,Prophet
Alcarisa 28,140312,1311.538746,??????,1403,forecast,Prophet
Alcarisa 28,140401,1349.770792,??????,1404,forecast,Prophet
Alcarisa 28,140402,1384.302963,??????,1404,forecast,Prophet
Alcarisa 28,140403,1422.535009,??????,1404,forecast,Prophet
Altebrel 25,140301,6672.601586,??? ????? ? ???? ???????,1403,forecast,ARIMA
Altebrel 25,140302,7391.792614,??? ????? ? ???? ???????,1403,forecast,ARIMA
Altebrel 25,140303,6783.081097,??? ????? ? ???? ???????,1403,forecast,ARIMA
Altebrel 25,140304,6554.967418,??? ????? ? ???? ???????,1403,forecast,ARIMA
Altebrel 25,140305,7772.530053,??? ????? ? ???? ???????,1403,forecast,ARIMA
Altebrel 25,140306,7521.590533,??? ????? ? ???? ???????,1403,forecast,ARIMA
Altebrel 25,140307,7618.087593,??? ????? ? ???? ???????,1403,forecast,ARIMA
Altebrel 25,140308,7684.24048,??? ????? ? ???? ???????,1403,forecast,ARIMA
Altebrel 25,140309,7857.624778,??? ????? ? ???? ???????,1403,forecast,ARIMA
Altebrel 25,140310,7617.109117,??? ????? ? ???? ???????,1403,forecast,ARIMA
Altebrel 25,140311,7826.157866,??? ????? ? ???? ???????,1403,forecast,ARIMA
Altebrel 25,140312,7968.411551,??? ????? ? ???? ???????,1403,forecast,ARIMA
Altebrel 25,140401,8112.539139,??? ????? ? ???? ???????,1404,forecast,ARIMA
Altebrel 25,140402,8231.048413,??? ????? ? ???? ???????,1404,forecast,ARIMA
Altebrel 25,140403,8355.919558,??? ????? ? ???? ???????,1404,forecast,ARIMA
Altebrel 50,140301,27983.99504,??? ????? ? ???? ???????,1403,forecast,ETS
Altebrel 50,140302,34306.0696,??? ????? ? ???? ???????,1403,forecast,ETS
Altebrel 50,140303,33123.23489,??? ????? ? ???? ???????,1403,forecast,ETS
Altebrel 50,140304,33262.83015,??? ????? ? ???? ???????,1403,forecast,ETS
Altebrel 50,140305,34017.70437,??? ????? ? ???? ???????,1403,forecast,ETS
Altebrel 50,140306,34573.24007,??? ????? ? ???? ???????,1403,forecast,ETS
Altebrel 50,140307,34059.75976,??? ????? ? ???? ???????,1403,forecast,ETS
Altebrel 50,140308,34669.37139,??? ????? ? ???? ???????,1403,forecast,ETS
Altebrel 50,140309,37452.42243,??? ????? ? ???? ???????,1403,forecast,ETS
Altebrel 50,140310,36625.63184,??? ????? ? ???? ???????,1403,forecast,ETS
Altebrel 50,140311,35861.65884,??? ????? ? ???? ???????,1403,forecast,ETS
Altebrel 50,140312,37498.0071,??? ????? ? ???? ???????,1403,forecast,ETS
Altebrel 50,140401,32600.98762,??? ????? ? ???? ???????,1404,forecast,ETS
Altebrel 50,140402,38923.06218,??? ????? ? ???? ???????,1404,forecast,ETS
Altebrel 50,140403,37740.22747,??? ????? ? ???? ???????,1404,forecast,ETS
Alvinotec 100,140301,-574.2140528,???????? ???????,1403,forecast,ETS
Alvinotec 100,140302,395.4515682,???????? ???????,1403,forecast,ETS
Alvinotec 100,140303,861.5457531,???????? ???????,1403,forecast,ETS
Alvinotec 100,140304,1989.20498,???????? ???????,1403,forecast,ETS
Alvinotec 100,140305,-292.7071419,???????? ???????,1403,forecast,ETS
Alvinotec 100,140306,-373.7634497,???????? ???????,1403,forecast,ETS
Alvinotec 100,140307,-1821.67409,???????? ???????,1403,forecast,ETS
Alvinotec 100,140308,694.7238071,???????? ???????,1403,forecast,ETS
Alvinotec 100,140309,485.6346752,???????? ???????,1403,forecast,ETS
Alvinotec 100,140310,-543.5876996,???????? ???????,1403,forecast,ETS
Alvinotec 100,140311,-6.273197784,???????? ???????,1403,forecast,ETS
Alvinotec 100,140312,-2025.501514,???????? ???????,1403,forecast,ETS
Alvinotec 100,140401,-1297.100103,???????? ???????,1404,forecast,ETS
Alvinotec 100,140402,-327.434482,???????? ???????,1404,forecast,ETS
Alvinotec 100,140403,138.659703,???????? ???????,1404,forecast,ETS
Alvinotec 40,140301,3.552413006,???????? ???????,1403,forecast,ETS
Alvinotec 40,140302,-10.76921245,???????? ???????,1403,forecast,ETS
Alvinotec 40,140303,-4.107425807,???????? ???????,1403,forecast,ETS
Alvinotec 40,140304,9.21563566,???????? ???????,1403,forecast,ETS
Alvinotec 40,140305,-4.107593357,???????? ???????,1403,forecast,ETS
Alvinotec 40,140306,-3.441276525,???????? ???????,1403,forecast,ETS
Alvinotec 40,140307,-4.107181106,???????? ???????,1403,forecast,ETS
Alvinotec 40,140308,-2.639506858,???????? ???????,1403,forecast,ETS
Alvinotec 40,140309,-4.378764005,???????? ???????,1403,forecast,ETS
Alvinotec 40,140310,-2.644609874,???????? ???????,1403,forecast,ETS
Alvinotec 40,140311,-6.897215432,???????? ???????,1403,forecast,ETS
Alvinotec 40,140312,-4.497382461,???????? ???????,1403,forecast,ETS
Alvinotec 40,140401,1.497164141,???????? ???????,1404,forecast,ETS
Alvinotec 40,140402,-12.82446132,???????? ???????,1404,forecast,ETS
Alvinotec 40,140403,-6.162674671,???????? ???????,1404,forecast,ETS
Alvocade,140301,1258.432438,???????? ???????,1403,forecast,ETS
Alvocade,140302,3409.05429,???????? ???????,1403,forecast,ETS
Alvocade,140303,1523.119633,???????? ???????,1403,forecast,ETS
Alvocade,140304,2023.226903,???????? ???????,1403,forecast,ETS
Alvocade,140305,2237.580048,???????? ???????,1403,forecast,ETS
Alvocade,140306,2737.29988,???????? ???????,1403,forecast,ETS
Alvocade,140307,2076.275538,???????? ???????,1403,forecast,ETS
Alvocade,140308,3855.334896,???????? ???????,1403,forecast,ETS
Alvocade,140309,2400.705011,???????? ???????,1403,forecast,ETS
Alvocade,140310,2441.46018,???????? ???????,1403,forecast,ETS
Alvocade,140311,2540.093933,???????? ???????,1403,forecast,ETS
Alvocade,140312,2513.857717,???????? ???????,1403,forecast,ETS
Alvocade,140401,1519.071173,???????? ???????,1404,forecast,ETS
Alvocade,140402,3669.693025,???????? ???????,1404,forecast,ETS
Alvocade,140403,1783.758369,???????? ???????,1404,forecast,ETS
Alvopax 100,140301,156.3246358,???????? ???????,1403,forecast,ARIMA
Alvopax 100,140302,164.7669205,???????? ???????,1403,forecast,ARIMA
Alvopax 100,140303,158.5241611,???????? ???????,1403,forecast,ARIMA
Alvopax 100,140304,170.2340724,???????? ???????,1403,forecast,ARIMA
Alvopax 100,140305,155.0567888,???????? ???????,1403,forecast,ARIMA
Alvopax 100,140306,152.9936857,???????? ???????,1403,forecast,ARIMA
Alvopax 100,140307,153.9622928,???????? ???????,1403,forecast,ARIMA
Alvopax 100,140308,346.1846079,???????? ???????,1403,forecast,ARIMA
Alvopax 100,140309,228.0801122,???????? ???????,1403,forecast,ARIMA
Alvopax 100,140310,254.6098336,???????? ???????,1403,forecast,ARIMA
Alvopax 100,140311,227.2594763,???????? ???????,1403,forecast,ARIMA
Alvopax 100,140312,212.7434999,???????? ???????,1403,forecast,ARIMA
Alvopax 100,140401,208.1055535,???????? ???????,1404,forecast,ARIMA
Alvopax 100,140402,206.6237003,???????? ???????,1404,forecast,ARIMA
Alvopax 100,140403,206.1502388,???????? ???????,1404,forecast,ARIMA
Alvopax 150,140301,1697.051117,???????? ???????,1403,forecast,ARIMA
Alvopax 150,140302,1697.051117,???????? ???????,1403,forecast,ARIMA
Alvopax 150,140303,1697.051117,???????? ???????,1403,forecast,ARIMA
Alvopax 150,140304,1697.051117,???????? ???????,1403,forecast,ARIMA
Alvopax 150,140305,1697.051117,???????? ???????,1403,forecast,ARIMA
Alvopax 150,140306,1697.051117,???????? ???????,1403,forecast,ARIMA
Alvopax 150,140307,1697.051117,???????? ???????,1403,forecast,ARIMA
Alvopax 150,140308,1697.051117,???????? ???????,1403,forecast,ARIMA
Alvopax 150,140309,1697.051117,???????? ???????,1403,forecast,ARIMA
Alvopax 150,140310,1697.051117,???????? ???????,1403,forecast,ARIMA
Alvopax 150,140311,1697.051117,???????? ???????,1403,forecast,ARIMA
Alvopax 150,140312,1697.051117,???????? ???????,1403,forecast,ARIMA
Alvopax 150,140401,1697.051117,???????? ???????,1404,forecast,ARIMA
Alvopax 150,140402,1697.051117,???????? ???????,1404,forecast,ARIMA
Alvopax 150,140403,1697.051117,???????? ???????,1404,forecast,ARIMA
Alvopax 30,140301,1106.5747,???????? ???????,1403,forecast,ARIMA
Alvopax 30,140302,1178.017582,???????? ???????,1403,forecast,ARIMA
Alvopax 30,140303,1040.530174,???????? ???????,1403,forecast,ARIMA
Alvopax 30,140304,1032.079961,???????? ???????,1403,forecast,ARIMA
Alvopax 30,140305,1003.473903,???????? ???????,1403,forecast,ARIMA
Alvopax 30,140306,989.8829192,???????? ???????,1403,forecast,ARIMA
Alvopax 30,140307,996.9036311,???????? ???????,1403,forecast,ARIMA
Alvopax 30,140308,1386.612403,???????? ???????,1403,forecast,ARIMA
Alvopax 30,140309,1356.375231,???????? ???????,1403,forecast,ARIMA
Alvopax 30,140310,1267.979342,???????? ???????,1403,forecast,ARIMA
Alvopax 30,140311,1456.904717,???????? ???????,1403,forecast,ARIMA
Alvopax 30,140312,1317.518824,???????? ???????,1403,forecast,ARIMA
Alvopax 30,140401,1236.212279,???????? ???????,1404,forecast,ARIMA
Alvopax 30,140402,1249.513047,???????? ???????,1404,forecast,ARIMA
Alvopax 30,140403,1210.940899,???????? ???????,1404,forecast,ARIMA
Alvopax 300,140301,386.9843003,???????? ???????,1403,forecast,ETS
Alvopax 300,140302,296.4071635,???????? ???????,1403,forecast,ETS
Alvopax 300,140303,343.0057351,???????? ???????,1403,forecast,ETS
Alvopax 300,140304,318.5855862,???????? ???????,1403,forecast,ETS
Alvopax 300,140305,338.7291891,???????? ???????,1403,forecast,ETS
Alvopax 300,140306,285.9201028,???????? ???????,1403,forecast,ETS
Alvopax 300,140307,387.7349809,???????? ???????,1403,forecast,ETS
Alvopax 300,140308,509.3847326,???????? ???????,1403,forecast,ETS
Alvopax 300,140309,585.1174369,???????? ???????,1403,forecast,ETS
Alvopax 300,140310,424.9975179,???????? ???????,1403,forecast,ETS
Alvopax 300,140311,501.1354218,???????? ???????,1403,forecast,ETS
Alvopax 300,140312,393.2952706,???????? ???????,1403,forecast,ETS
Alvopax 300,140401,453.2868336,???????? ???????,1404,forecast,ETS
Alvopax 300,140402,362.7096968,???????? ???????,1404,forecast,ETS
Alvopax 300,140403,409.3082684,???????? ???????,1404,forecast,ETS
Alvopax Serum,140301,-0.235418037,-,1403,forecast,ARIMA
Alvopax Serum,140302,0.375813728,-,1403,forecast,ARIMA
Alvopax Serum,140303,-0.271981732,-,1403,forecast,ARIMA
Alvopax Serum,140304,0.167573602,-,1403,forecast,ARIMA
Alvopax Serum,140305,-0.097075806,-,1403,forecast,ARIMA
Alvopax Serum,140306,0.089988561,-,1403,forecast,ARIMA
Alvopax Serum,140307,-0.066811895,-,1403,forecast,ARIMA
Alvopax Serum,140308,0.064446386,-,1403,forecast,ARIMA
Alvopax Serum,140309,-0.038122784,-,1403,forecast,ARIMA
Alvopax Serum,140310,0.03885688,-,1403,forecast,ARIMA
Alvopax Serum,140311,-0.019242627,-,1403,forecast,ARIMA
Alvopax Serum,140312,0.053084971,-,1403,forecast,ARIMA
Alvopax Serum,140401,0.047478298,-,1404,forecast,ARIMA
Alvopax Serum,140402,-0.072963682,-,1404,forecast,ARIMA
Alvopax Serum,140403,0.062525659,-,1404,forecast,ARIMA
Alvopem 100,140301,1177.840135,???????? ???????,1403,forecast,ARIMA
Alvopem 100,140302,1402.216924,???????? ???????,1403,forecast,ARIMA
Alvopem 100,140303,1477.376308,???????? ???????,1403,forecast,ARIMA
Alvopem 100,140304,1419.829039,???????? ???????,1403,forecast,ARIMA
Alvopem 100,140305,1143.188332,???????? ???????,1403,forecast,ARIMA
Alvopem 100,140306,1236.024084,???????? ???????,1403,forecast,ARIMA
Alvopem 100,140307,1203.369321,???????? ???????,1403,forecast,ARIMA
Alvopem 100,140308,1191.034532,???????? ???????,1403,forecast,ARIMA
Alvopem 100,140309,1139.848094,???????? ???????,1403,forecast,ARIMA
Alvopem 100,140310,1179.690431,???????? ???????,1403,forecast,ARIMA
Alvopem 100,140311,1235.651419,???????? ???????,1403,forecast,ARIMA
Alvopem 100,140312,1222.245955,???????? ???????,1403,forecast,ARIMA
Alvopem 100,140401,1127.605251,???????? ???????,1404,forecast,ARIMA
Alvopem 100,140402,1365.123003,???????? ???????,1404,forecast,ARIMA
Alvopem 100,140403,1298.519456,???????? ???????,1404,forecast,ARIMA
Alvopem 500,140301,603.4459299,???????? ???????,1403,forecast,ETS
Alvopem 500,140302,778.5900753,???????? ???????,1403,forecast,ETS
Alvopem 500,140303,1028.518763,???????? ???????,1403,forecast,ETS
Alvopem 500,140304,906.2343598,???????? ???????,1403,forecast,ETS
Alvopem 500,140305,915.6065344,???????? ???????,1403,forecast,ETS
Alvopem 500,140306,977.5104395,???????? ???????,1403,forecast,ETS
Alvopem 500,140307,914.3961469,???????? ???????,1403,forecast,ETS
Alvopem 500,140308,897.5431385,???????? ???????,1403,forecast,ETS
Alvopem 500,140309,918.8288269,???????? ???????,1403,forecast,ETS
Alvopem 500,140310,989.3440678,???????? ???????,1403,forecast,ETS
Alvopem 500,140311,904.5842103,???????? ???????,1403,forecast,ETS
Alvopem 500,140312,993.4766164,???????? ???????,1403,forecast,ETS
Alvopem 500,140401,705.9654367,???????? ???????,1404,forecast,ETS
Alvopem 500,140402,881.1095822,???????? ???????,1404,forecast,ETS
Alvopem 500,140403,1131.03827,???????? ???????,1404,forecast,ETS
Alvoter Serum,140301,-41.04001685,-,1403,forecast,ETS
Alvoter Serum,140302,-36.23912202,-,1403,forecast,ETS
Alvoter Serum,140303,15.78662261,-,1403,forecast,ETS
Alvoter Serum,140304,12.39151042,-,1403,forecast,ETS
Alvoter Serum,140305,-56.32711911,-,1403,forecast,ETS
Alvoter Serum,140306,-23.864983,-,1403,forecast,ETS
Alvoter Serum,140307,-55.50760236,-,1403,forecast,ETS
Alvoter Serum,140308,-13.68452931,-,1403,forecast,ETS
Alvoter Serum,140309,55.33890117,-,1403,forecast,ETS
Alvoter Serum,140310,-31.7173329,-,1403,forecast,ETS
Alvoter Serum,140311,-51.79966651,-,1403,forecast,ETS
Alvoter Serum,140312,8.709629032,-,1403,forecast,ETS
Alvoter Serum,140401,-59.10288928,-,1404,forecast,ETS
Alvoter Serum,140402,-54.30199444,-,1404,forecast,ETS
Alvoter Serum,140403,-2.276249822,-,1404,forecast,ETS
Alvotere 160,140301,68.06349175,???????? ???????,1403,forecast,ARIMA
Alvotere 160,140302,68.06349175,???????? ???????,1403,forecast,ARIMA
Alvotere 160,140303,68.06349175,???????? ???????,1403,forecast,ARIMA
Alvotere 160,140304,68.06349175,???????? ???????,1403,forecast,ARIMA
Alvotere 160,140305,68.06349175,???????? ???????,1403,forecast,ARIMA
Alvotere 160,140306,68.06349175,???????? ???????,1403,forecast,ARIMA
Alvotere 160,140307,68.06349175,???????? ???????,1403,forecast,ARIMA
Alvotere 160,140308,68.06349175,???????? ???????,1403,forecast,ARIMA
Alvotere 160,140309,68.06349175,???????? ???????,1403,forecast,ARIMA
Alvotere 160,140310,68.06349175,???????? ???????,1403,forecast,ARIMA
Alvotere 160,140311,68.06349175,???????? ???????,1403,forecast,ARIMA
Alvotere 160,140312,68.06349175,???????? ???????,1403,forecast,ARIMA
Alvotere 160,140401,68.06349175,???????? ???????,1404,forecast,ARIMA
Alvotere 160,140402,68.06349175,???????? ???????,1404,forecast,ARIMA
Alvotere 160,140403,68.06349175,???????? ???????,1404,forecast,ARIMA
Alvotere 20,140301,2119.389803,???????? ???????,1403,forecast,ETS
Alvotere 20,140302,3584.200851,???????? ???????,1403,forecast,ETS
Alvotere 20,140303,3191.564064,???????? ???????,1403,forecast,ETS
Alvotere 20,140304,3248.080754,???????? ???????,1403,forecast,ETS
Alvotere 20,140305,3103.313004,???????? ???????,1403,forecast,ETS
Alvotere 20,140306,2192.089983,???????? ???????,1403,forecast,ETS
Alvotere 20,140307,2240.149676,???????? ???????,1403,forecast,ETS
Alvotere 20,140308,2180.639484,???????? ???????,1403,forecast,ETS
Alvotere 20,140309,2500.477757,???????? ???????,1403,forecast,ETS
Alvotere 20,140310,2379.270956,???????? ???????,1403,forecast,ETS
Alvotere 20,140311,1944.516455,???????? ???????,1403,forecast,ETS
Alvotere 20,140312,1473.264919,???????? ???????,1403,forecast,ETS
Alvotere 20,140401,513.7247558,???????? ???????,1404,forecast,ETS
Alvotere 20,140402,1978.535804,???????? ???????,1404,forecast,ETS
Alvotere 20,140403,1585.899017,???????? ???????,1404,forecast,ETS
Alvotere 80,140301,1105.05296,???????? ???????,1403,forecast,ETS
Alvotere 80,140302,2081.864423,???????? ???????,1403,forecast,ETS
Alvotere 80,140303,1897.429,???????? ???????,1403,forecast,ETS
Alvotere 80,140304,1780.421703,???????? ???????,1403,forecast,ETS
Alvotere 80,140305,1614.426532,???????? ???????,1403,forecast,ETS
Alvotere 80,140306,1644.35809,???????? ???????,1403,forecast,ETS
Alvotere 80,140307,1202.847215,???????? ???????,1403,forecast,ETS
Alvotere 80,140308,1077.687095,???????? ???????,1403,forecast,ETS
Alvotere 80,140309,1123.97992,???????? ???????,1403,forecast,ETS
Alvotere 80,140310,1200.155815,???????? ???????,1403,forecast,ETS
Alvotere 80,140311,767.0569946,???????? ???????,1403,forecast,ETS
Alvotere 80,140312,608.7063123,???????? ???????,1403,forecast,ETS
Alvotere 80,140401,-358.7807119,???????? ???????,1404,forecast,ETS
Alvotere 80,140402,618.0307515,???????? ???????,1404,forecast,ETS
Alvotere 80,140403,433.5953284,???????? ???????,1404,forecast,ETS
Alvoxal 100,140301,2530.482072,???????? ???????,1403,forecast,ARIMA
Alvoxal 100,140302,4395.70892,???????? ???????,1403,forecast,ARIMA
Alvoxal 100,140303,3927.815714,???????? ???????,1403,forecast,ARIMA
Alvoxal 100,140304,3503.028431,???????? ???????,1403,forecast,ARIMA
Alvoxal 100,140305,3054.706492,???????? ???????,1403,forecast,ARIMA
Alvoxal 100,140306,3217.807796,???????? ???????,1403,forecast,ARIMA
Alvoxal 100,140307,3444.384389,???????? ???????,1403,forecast,ARIMA
Alvoxal 100,140308,3461.873992,???????? ???????,1403,forecast,ARIMA
Alvoxal 100,140309,3320.156575,???????? ???????,1403,forecast,ARIMA
Alvoxal 100,140310,3197.654148,???????? ???????,1403,forecast,ARIMA
Alvoxal 100,140311,3926.681256,???????? ???????,1403,forecast,ARIMA
Alvoxal 100,140312,2835.605254,???????? ???????,1403,forecast,ARIMA
Alvoxal 100,140401,2399.269369,???????? ???????,1404,forecast,ARIMA
Alvoxal 100,140402,3771.703492,???????? ???????,1404,forecast,ARIMA
Alvoxal 100,140403,3427.427619,???????? ???????,1404,forecast,ARIMA
Alvoxal 50,140301,2208.370266,???????? ???????,1403,forecast,ETS
Alvoxal 50,140302,6189.932868,???????? ???????,1403,forecast,ETS
Alvoxal 50,140303,4229.598723,???????? ???????,1403,forecast,ETS
Alvoxal 50,140304,5355.316426,???????? ???????,1403,forecast,ETS
Alvoxal 50,140305,4270.422284,???????? ???????,1403,forecast,ETS
Alvoxal 50,140306,5524.187508,???????? ???????,1403,forecast,ETS
Alvoxal 50,140307,4313.023498,???????? ???????,1403,forecast,ETS
Alvoxal 50,140308,5992.159268,???????? ???????,1403,forecast,ETS
Alvoxal 50,140309,5357.564929,???????? ???????,1403,forecast,ETS
Alvoxal 50,140310,5574.292202,???????? ???????,1403,forecast,ETS
Alvoxal 50,140311,6023.208255,???????? ???????,1403,forecast,ETS
Alvoxal 50,140312,4790.32091,???????? ???????,1403,forecast,ETS
Alvoxal 50,140401,1953.857122,???????? ???????,1404,forecast,ETS
Alvoxal 50,140402,5935.419724,???????? ???????,1404,forecast,ETS
Alvoxal 50,140403,3975.085578,???????? ???????,1404,forecast,ETS
Amitzo 100,140301,951.7601821,???????? ???????,1403,forecast,ARIMA
Amitzo 100,140302,589.5719745,???????? ???????,1403,forecast,ARIMA
Amitzo 100,140303,747.3447447,???????? ???????,1403,forecast,ARIMA
Amitzo 100,140304,793.5420286,???????? ???????,1403,forecast,ARIMA
Amitzo 100,140305,826.9350007,???????? ???????,1403,forecast,ARIMA
Amitzo 100,140306,805.9203767,???????? ???????,1403,forecast,ARIMA
Amitzo 100,140307,806.5356164,???????? ???????,1403,forecast,ARIMA
Amitzo 100,140308,796.571276,???????? ???????,1403,forecast,ARIMA
Amitzo 100,140309,885.7178152,???????? ???????,1403,forecast,ARIMA
Amitzo 100,140310,835.9573883,???????? ???????,1403,forecast,ARIMA
Amitzo 100,140311,656.2068179,???????? ???????,1403,forecast,ARIMA
Amitzo 100,140312,749.2531435,???????? ???????,1403,forecast,ARIMA
Amitzo 100,140401,794.6450679,???????? ???????,1404,forecast,ARIMA
Amitzo 100,140402,794.6450679,???????? ???????,1404,forecast,ARIMA
Amitzo 100,140403,794.6450679,???????? ???????,1404,forecast,ARIMA
Amitzo 140,140301,417.3460045,???????? ???????,1403,forecast,ETS
Amitzo 140,140302,433.2030806,???????? ???????,1403,forecast,ETS
Amitzo 140,140303,396.552954,???????? ???????,1403,forecast,ETS
Amitzo 140,140304,582.6203974,???????? ???????,1403,forecast,ETS
Amitzo 140,140305,393.9802368,???????? ???????,1403,forecast,ETS
Amitzo 140,140306,377.4449433,???????? ???????,1403,forecast,ETS
